battery_sn,data_date,q,dischar_sum,soh_bms,soh_v1,cal_soh_v2,is_abnormal,vol_diff,soc_diff,battery_type,soh_fit,health_level,group_size,cal_soh_v2_rank,remaining_km
0PFBBDBSA057,20260423,460,188547.6,98.0,92.34,,,,,,,,,,
0PFBBDBVA006,20260423,460,375519.6,94.0,87.31,,,,,,,,,,
0PFBBDBXA010,20260423,460,426902.4,94.0,86.53,,,,,,,,,,
0PFBBDBXA036,20260423,460,72199.7,99.0,94.34,,,,,,,,,,
0PFBBDC1A033,20260423,460,65054.6,99.0,94.88,,,,,,,,,,
0PFBBDC7A024,20260423,460,278610.5,96.0,,,,,,,,,,,
0PFBBDC7A029,20260423,460,226599.0,98.0,,,,,,,,,,,
0PFBBDCBA011,20260423,460,355148.6,95.0,,,,,,,,,,,
0PFBBDCBA013,20260423,460,51799.9,99.0,,,,,,,,,,,
0PFBBDCCA021,20260423,460,378847.7,94.0,88.52,,,,,,,,,,
0PFBBDCJA008,20260423,460,198220.9,98.0,91.53,,,,,,,,,,
0PFBBDCKA034,20260423,460,168959.5,98.0,,,,,,,,,,,
0PFBBDCMA013,20260423,460,506203.2,92.0,85.78,,,,,,,,,,
0PFBBDCNA002,20260423,460,384072.6,94.0,,,,,,,,,,,
0PFBBDCNA020,20260423,460,376736.5,94.0,,,,,,,,,,,
0PFBBDCNA022,20260423,460,390349.4,94.0,,,,,,,,,,,
0PFBBDCNA025,20260423,460,341456.5,95.0,88.04,,,,,,,,,,
0PFBBDCNA038,20260423,460,371745.2,95.0,87.79,,,,,,,,,,
0PFBBDCTA023,20260423,460,74030.1,99.0,93.51,,,,,,,,,,
0PFBBDCVA001,20260423,460,356166.1,95.0,,,,,,,,,,,
0PFBBDCVA010,20260423,460,230182.3,97.0,,,,,,,,,,,
0PFPBDCEA062,20260423,460,421296.5,94.0,,,,,,,,,,,
0PFPBDCEA064,20260423,460,365636.1,89.0,,,,,,,,,,,
0PFPBDCEA069,20260423,460,360757.8,90.0,89.34,,,,,,,,,,
0PFPBDCEA071,20260423,460,401576.2,94.0,88.19,,,,,,,,,,
0PFPBDCEA072,20260423,460,394898.9,90.0,85.41,,,,,,,,,,
0PFPBE13A006,20260423,460,385703.8,94.0,,,,,,,,,,,
0PFPBE19A008,20260423,460,383118.4,94.0,85.78,,,,,,,,,,
0PFPBE2SA004,20260423,460,237281.0,97.0,,,,,,,,,,,
0PFPBE31A020,20260423,460,135096.1,98.0,92.35,,,,,,,,,,
0PFPBE36A012,20260423,460,338118.7,95.0,,,,,,,,,,,
0PFPBE38A026,20260423,460,280255.7,96.0,88.35,,,,,,,,,,
0PFPBE38A034,20260423,460,324814.2,96.0,88.15,,,,,,,,,,
0PFPBE3CA002,20260423,460,285556.3,97.0,88.9,,,,,,,,,,
0PFPBE3CA005,20260423,460,341035.0,95.0,86.97,,,,,,,,,,
0PFPBE72A015,20260423,460,145824.7,98.0,,,,,,,,,,,
0PFPBE73A032,20260423,460,111679.2,98.0,93.22,,,,,,,,,,
0PFPBE9TA002,20260423,460,207256.0,98.0,87.71,,,,,,,,,,
0PFBBD9CA001,20260429,460,304395.3,97.0,90.21,,,,,,,,,,
0PFBBD9MA002,20260429,460,228556.9,98.0,,,,,,,,,,,
0PFBBD9NA006,20260429,460,342172.1,90.0,88.07,,,,,,,,,,
0PFBBD9SA003,20260429,460,283283.4,97.0,89.38,,,,,,,,,,
0PFBBDA0A040,20260429,460,159008.3,94.0,93.06,,,,,,,,,,
0PFBBDA7A003,20260429,460,396837.9,95.0,83.94,,,,,,,,,,
0PFBBDA8A001,20260429,460,315943.5,96.0,89.98,,,,,,,,,,
0PFBBDACA001,20260429,460,57478.0,99.0,96.55,,,,,,,,,,
0PFBBDACA002,20260429,460,377939.3,89.0,,,,,,,,,,,
0PFBBDACA003,20260429,460,401348.4,94.0,87.29,,,,,,,,,,
0PFBBDAGA004,20260429,460,359403.5,95.0,89.93,,,,,,,,,,
0PFBBDAHA001,20260429,460,300467.9,96.0,,,,,,,,,,,
0PFBBDAJA014,20260429,460,322628.2,96.0,88.89,,,,,,,,,,
0PFBBDAKA008,20260429,460,160962.0,98.0,91.47,,,,,,,,,,
0PFBBDAKA010,20260429,460,445744.4,88.0,87.48,,,,,,,,,,
0PFBBDARA005,20260429,460,396345.9,94.0,85.17,,,,,,,,,,
0PFBBDATA005,20260429,460,339639.4,95.0,88.22,,,,,,,,,,
0PFBBDATA011,20260429,460,123439.8,98.0,93.09,98.71,0.0,14.0,0.3,lhp284,98.43,A级优秀,85.0,,1962323.73
0PFBBDB1A008,20260429,460,512898.6,92.0,,,,,,,,,,,
0PFBBDB1A019,20260429,460,404600.9,94.0,,,,,,,,,,,
0PFBBDB2A005,20260429,460,384749.1,94.0,88.53,,,,,,,,,,
0PFBBDB2A016,20260429,460,313023.7,96.0,89.78,,,,,,,,,,
0PFBBDB3A004,20260429,460,333053.6,96.0,88.82,,,,,,,,,,
0PFBBDB4A003,20260429,460,338736.9,96.0,,,,,,,,,,,
0PFBBDB4A006,20260429,460,309990.5,97.0,89.38,,,,,,,,,,
0PFBBDB4A010,20260429,460,365848.5,96.0,88.29,,,,,,,,,,
0PFBBDB4A025,20260429,460,375377.4,94.0,88.33,,,,,,,,,,
0PFBBDB5A010,20260429,460,265682.3,97.0,,,,,,,,,,,
0PFBBDB5A012,20260429,460,221304.4,98.0,90.63,,,,,,,,,,
0PFBBDB9A003,20260429,460,277608.0,97.0,89.95,,,,,,,,,,
0PFBBDB9A008,20260429,460,128485.5,98.0,,,,,,,,,,,
0PFBBDB9A013,20260429,460,206020.1,98.0,,,,,,,,,,,
0PFBBDBAA015,20260429,460,65563.9,99.0,95.52,,,,,,,,,,
0PFBBDBBA002,20260429,460,432550.4,94.0,84.62,,,,,,,,,,
0PFBBDBEA026,20260429,460,208201.0,98.0,,,,,,,,,,,
0PFBBDBEA031,20260429,460,319923.6,96.0,,,,,,,,,,,
0PFBBDBEA040,20260429,460,182427.6,98.0,,,,,,,,,,,
0PFBBDBFA001,20260429,460,181341.5,98.0,90.62,,,,,,,,,,
0PFBBDBJA013,20260429,460,382190.2,95.0,87.63,,,,,,,,,,
0PFBBDBRA013,20260429,460,181636.3,98.0,91.34,,,,,,,,,,
0PFBBDBSA057,20260429,460,190618.2,98.0,88.57,91.93,0.0,15.0,-1.36,lhp284,92.67,B级良好,85.0,,369999.75
0PFBBDBVA006,20260429,460,380374.1,94.0,,,,,,,,,,,
0PFBBDBXA010,20260429,460,431069.4,94.0,,,,,,,,,,,
0PFBBDBXA036,20260429,460,75312.8,99.0,93.46,,,,,,,,,,
0PFBBDC1A033,20260429,460,68108.6,99.0,,,,,,,,,,,
0PFBBDC7A024,20260429,460,280996.5,96.0,,,,,,,,,,,
0PFBBDC7A029,20260429,460,228583.3,98.0,,,,,,,,,,,
0PFBBDCBA011,20260429,460,357509.0,95.0,88.38,,,,,,,,,,
0PFBBDCBA013,20260429,460,52775.2,99.0,95.51,,,,,,,,,,
0PFBBDCCA021,20260429,460,383623.7,94.0,,,,,,,,,,,
0PFBBDCJA008,20260429,460,202036.5,98.0,,,,,,,,,,,
0PFBBDCKA034,20260429,460,170386.9,98.0,91.13,,,,,,,,,,
0PFBBDCMA013,20260429,460,511096.0,92.0,84.69,,,,,,,,,,
0PFBBDCNA002,20260429,460,385194.2,94.0,,,,,,,,,,,
0PFBBDCNA020,20260429,460,380687.1,94.0,88.24,,,,,,,,,,
0PFBBDCNA022,20260429,460,394034.0,94.0,87.74,,,,,,,,,,
0PFBBDCNA025,20260429,460,343567.4,95.0,,,,,,,,,,,
0PFBBDCNA038,20260429,460,376273.5,94.0,86.8,,,,,,,,,,
0PFBBDCTA023,20260429,460,77570.0,99.0,91.97,,,,,,,,,,
0PFBBDCVA001,20260429,460,359541.6,95.0,,,,,,,,,,,
0PFBBDCVA010,20260429,460,233158.6,97.0,87.83,,,,,,,,,,
0PFPBDCEA062,20260429,460,425984.2,94.0,,,,,,,,,,,
0PFPBDCEA064,20260429,460,368185.4,89.0,,,,,,,,,,,
0PFPBDCEA069,20260429,460,364964.6,89.0,87.8,,,,,,,,,,
0PFPBDCEA071,20260429,460,403554.0,94.0,,,,,,,,,,,
0PFPBDCEA072,20260429,460,397646.3,90.0,86.94,,,,,,,,,,
0PFPBE13A006,20260429,460,385703.8,94.0,,,,,,,,,,,
0PFPBE19A008,20260429,460,386678.9,94.0,88.79,,,,,,,,,,
0PFPBE2SA004,20260429,460,240529.6,97.0,89.28,,,,,,,,,,
0PFPBE31A020,20260429,460,137177.0,98.0,91.3,,,,,,,,,,
0PFPBE36A012,20260429,460,340095.4,95.0,,,,,,,,,,,
0PFPBE38A026,20260429,460,284941.3,96.0,,,,,,,,,,,
0PFPBE38A034,20260429,460,326594.2,96.0,86.25,,,,,,,,,,
0PFPBE3CA002,20260429,460,289684.1,97.0,,,,,,,,,,,
0PFPBE3CA005,20260429,460,342659.0,95.0,89.06,,,,,,,,,,
0PFPBE72A015,20260429,460,146806.6,98.0,92.13,,,,,,,,,,
0PFPBE73A032,20260429,460,113144.8,98.0,,,,,,,,,,,
0PFBBD9CA001,20260430,460,304395.3,97.0,89.27,,,,,,,,,,
0PFBBD9MA002,20260430,460,228757.2,98.0,90.15,,,,,,,,,,
0PFBBD9NA006,20260430,460,342172.1,90.0,,,,,,,,,,,
0PFBBD9SA003,20260430,460,283505.6,97.0,,,,,,,,,,,
0PFBBDA0A040,20260430,460,159341.4,94.0,,,,,,,,,,,
0PFBBDA7A003,20260430,460,397326.5,95.0,,,,,,,,,,,
0PFBBDA8A001,20260430,460,316463.8,96.0,,,,,,,,,,,
0PFBBDACA001,20260430,460,57487.1,99.0,,,,,,,,,,,
0PFBBDACA002,20260430,460,378000.7,89.0,87.7,,,,,,,,,,
0PFBBDACA003,20260430,460,401348.4,94.0,,,,,,,,,,,
0PFBBDAGA004,20260430,460,360100.6,95.0,88.86,,,,,,,,,,
0PFBBDAHA001,20260430,460,300467.9,96.0,,,,,,,,,,,
0PFBBDAJA014,20260430,460,323309.0,96.0,88.62,,,,,,,,,,
0PFBBDAKA008,20260430,460,161421.4,98.0,,,,,,,,,,,
0PFBBDAKA010,20260430,460,445744.4,88.0,86.11,,,,,,,,,,
0PFBBDARA005,20260430,460,397001.1,94.0,86.48,,,,,,,,,,
0PFBBDATA005,20260430,460,339918.8,95.0,89.38,,,,,,,,,,
0PFBBDATA011,20260430,460,123614.0,98.0,,,,,,,,,,,
0PFBBDB1A008,20260430,460,513201.2,92.0,,,,,,,,,,,
0PFBBDB1A019,20260430,460,404900.0,94.0,87.61,,,,,,,,,,
0PFBBDB2A005,20260430,460,385437.2,94.0,86.83,,,,,,,,,,
0PFBBDB2A016,20260430,460,313751.9,96.0,89.81,,,,,,,,,,
0PFBBDB3A004,20260430,460,333053.6,96.0,88.67,,,,,,,,,,
0PFBBDB4A003,20260430,460,340066.4,96.0,,,,,,,,,,,
0PFBBDB4A006,20260430,460,310585.0,97.0,88.95,,,,,,,,,,
0PFBBDB4A010,20260430,460,366802.8,96.0,87.9,,,,,,,,,,
0PFBBDB4A025,20260430,460,375399.8,94.0,,,,,,,,,,,
0PFBBDB5A010,20260430,460,266005.2,97.0,89.72,,,,,,,,,,
0PFBBDB5A012,20260430,460,221318.1,98.0,,,,,,,,,,,
0PFBBDB9A003,20260430,460,278395.2,97.0,90.09,,,,,,,,,,
0PFBBDB9A008,20260430,460,128846.6,98.0,93.27,,,,,,,,,,
0PFBBDB9A013,20260430,460,206253.9,98.0,91.21,,,,,,,,,,
0PFBBDBAA015,20260430,460,65563.9,99.0,,,,,,,,,,,
0PFBBDBBA002,20260430,460,432909.7,94.0,87.85,,,,,,,,,,
0PFBBDBEA026,20260430,460,208406.6,98.0,91.23,,,,,,,,,,
0PFBBDBEA031,20260430,460,319923.6,96.0,,,,,,,,,,,
0PFBBDBEA040,20260430,460,182427.6,98.0,,,,,,,,,,,
0PFBBDBFA001,20260430,460,181788.1,98.0,92.22,,,,,,,,,,
0PFBBDBJA013,20260430,460,383119.8,95.0,88.5,,,,,,,,,,
0PFBBDBRA013,20260430,460,182214.5,98.0,89.51,,,,,,,,,,
0PFBBDBSA057,20260430,460,191107.8,98.0,90.91,,,,,,,,,,
0PFBBDBVA006,20260430,460,380925.4,94.0,88.85,,,,,,,,,,
0PFBBDBXA010,20260430,460,431385.9,94.0,81.96,,,,,,,,,,
0PFBBDBXA036,20260430,460,75768.7,99.0,94.42,,,,,,,,,,
0PFBBDC1A033,20260430,460,68582.9,99.0,93.89,,,,,,,,,,
0PFBBDC7A024,20260430,460,281717.8,96.0,89.56,,,,,,,,,,
0PFBBDC7A029,20260430,460,229019.2,98.0,,,,,,,,,,,
0PFBBDCBA011,20260430,460,358359.7,95.0,89.71,,,,,,,,,,
0PFBBDCBA013,20260430,460,52775.2,99.0,,,,,,,,,,,
0PFBBDCCA021,20260430,460,384355.7,94.0,85.86,,,,,,,,,,
0PFBBDCJA008,20260430,460,202664.4,98.0,,,,,,,,,,,
0PFBBDCKA034,20260430,460,170425.6,98.0,,,,,,,,,,,
0PFBBDCMA013,20260430,460,511704.2,92.0,83.42,,,,,,,,,,
0PFBBDCNA002,20260430,460,385194.2,94.0,,,,,,,,,,,
0PFBBDCNA020,20260430,460,380984.8,94.0,,,,,,,,,,,
0PFBBDCNA022,20260430,460,394611.9,94.0,87.82,,,,,,,,,,
0PFBBDCNA025,20260430,460,343727.7,95.0,,,,,,,,,,,
0PFBBDCNA038,20260430,460,377079.8,94.0,87.18,,,,,,,,,,
0PFBBDCTA023,20260430,460,77570.0,99.0,,,,,,,,,,,
0PFBBDCVA001,20260430,460,359869.6,95.0,88.19,,,,,,,,,,
0PFBBDCVA010,20260430,460,233714.7,97.0,,,,,,,,,,,
0PFPBDCEA062,20260430,460,427074.3,94.0,88.54,,,,,,,,,,
0PFPBDCEA064,20260430,460,368754.1,89.0,87.74,,,,,,,,,,
0PFPBDCEA069,20260430,460,365590.1,89.0,89.57,,,,,,,,,,
0PFPBDCEA071,20260430,460,403697.9,94.0,,,,,,,,,,,
0PFPBDCEA072,20260430,460,398063.4,90.0,,,,,,,,,,,
0PFPBE13A006,20260430,460,385703.8,94.0,,,,,,,,,,,
0PFPBE19A008,20260430,460,386678.9,94.0,,,,,,,,,,,
0PFPBE2SA004,20260430,460,241116.0,97.0,,,,,,,,,,,
0PFPBE31A020,20260430,460,137720.0,98.0,92.08,,,,,,,,,,
0PFPBE36A012,20260430,460,340395.8,95.0,86.36,,,,,,,,,,
0PFPBE38A026,20260430,460,285442.2,96.0,,,,,,,,,,,
0PFPBE38A034,20260430,460,326874.0,96.0,84.63,,,,,,,,,,
0PFPBE3CA002,20260430,460,289684.1,97.0,,,,,,,,,,,
0PFPBE3CA005,20260430,460,342934.6,95.0,,,,,,,,,,,
0PFPBE72A015,20260430,460,147291.1,98.0,92.44,,,,,,,,,,
0PFPBE73A032,20260430,460,113415.7,98.0,,,,,,,,,,,
0PFBBD9CA001,20260426,460,303692.1,97.0,89.7,91.37,0.0,18.0,-1.27,lhp284,91.96,B级良好,85.0,,537154.46
0PFBBD9CA001,20260426,460,303692.1,97.0,89.7,88.49,0.0,28.0,-3.2,lhp284,90.8,B级良好,85.0,,348471.32
0PFBBD9HA002,20260426,460,201475.5,92.0,,,,,,,,,,,
0PFBBD9MA002,20260426,460,227547.0,98.0,,,,,,,,,,,
0PFBBD9NA006,20260426,460,342172.1,90.0,89.02,,,,,,,,,,
0PFBBD9SA003,20260426,460,281816.1,97.0,,,,,,,,,,,
0PFBBDA0A040,20260426,460,157408.0,94.0,92.07,,,,,,,,,,
0PFBBDA7A003,20260426,460,395447.6,95.0,88.23,,,,,,,,,,
0PFBBDA8A001,20260426,460,314616.1,97.0,88.56,,,,,,,,,,
0PFBBDACA001,20260426,460,57150.6,99.0,,,,,,,,,,,
0PFBBDACA002,20260426,460,377162.3,89.0,,,,,,,,,,,
0PFBBDACA003,20260426,460,399269.8,94.0,88.39,,,,,,,,,,
0PFBBDAGA004,20260426,460,357178.5,95.0,87.44,,,,,,,,,,
0PFBBDAHA001,20260426,460,300005.7,96.0,89.36,,,,,,,,,,
0PFBBDAJA014,20260426,460,321027.8,97.0,90.82,,,,,,,,,,
0PFBBDAKA008,20260426,460,159935.3,98.0,,,,,,,,,,,
0PFBBDAKA010,20260426,460,444822.6,88.0,86.32,,,,,,,,,,
0PFBBDARA005,20260426,460,394477.7,94.0,84.41,,,,,,,,,,
0PFBBDATA005,20260426,460,338614.0,95.0,,,,,,,,,,,
0PFBBDATA011,20260426,460,121861.1,98.0,,,,,,,,,,,
0PFBBDB1A008,20260426,460,512459.9,92.0,82.4,,,,,,,,,,
0PFBBDB1A019,20260426,460,403729.0,94.0,,,,,,,,,,,
0PFBBDB2A005,20260426,460,382893.1,94.0,86.82,,,,,,,,,,
0PFBBDB2A016,20260426,460,310694.2,96.0,120.48,,,,,,,,,,
0PFBBDB3A004,20260426,460,331464.9,96.0,89.33,,,,,,,,,,
0PFBBDB4A003,20260426,460,338736.9,96.0,87.56,,,,,,,,,,
0PFBBDB4A006,20260426,460,307648.8,97.0,90.56,,,,,,,,,,
0PFBBDB4A010,20260426,460,364209.8,96.0,,,,,,,,,,,
0PFBBDB4A025,20260426,460,373342.1,94.0,87.69,,,,,,,,,,
0PFBBDB5A010,20260426,460,265667.3,97.0,,,,,,,,,,,
0PFBBDB5A012,20260426,460,219334.1,98.0,,,,,,,,,,,
0PFBBDB9A003,20260426,460,275701.3,97.0,,,,,,,,,,,
0PFBBDB9A008,20260426,460,128383.4,98.0,,,,,,,,,,,
0PFBBDB9A013,20260426,460,205119.5,98.0,92.35,,,,,,,,,,
0PFBBDBAA015,20260426,460,64903.5,99.0,,,,,,,,,,,
0PFBBDBBA002,20260426,460,431687.4,94.0,,,,,,,,,,,
0PFBBDBEA026,20260426,460,206769.5,98.0,,,,,,,,,,,
0PFBBDBEA031,20260426,460,318755.1,96.0,89.39,,,,,,,,,,
0PFBBDBEA040,20260426,460,182427.6,98.0,,,,,,,,,,,
0PFBBDBFA001,20260426,460,180866.6,98.0,,,,,,,,,,,
0PFBBDBJA013,20260426,460,380452.0,95.0,90.49,,,,,,,,,,
0PFBBDBRA013,20260426,460,179494.2,98.0,,,,,,,,,,,
0PFBBDBSA057,20260426,460,190086.5,98.0,91.49,,,,,,,,,,
0PFBBDBVA006,20260426,460,377602.0,94.0,87.7,,,,,,,,,,
0PFBBDBXA010,20260426,460,429596.1,94.0,,,,,,,,,,,
0PFBBDBXA036,20260426,460,74253.4,99.0,91.89,,,,,,,,,,
0PFBBDC1A033,20260426,460,66388.1,99.0,109.36,,,,,,,,,,
0PFBBDC7A024,20260426,460,280014.6,96.0,90.43,,,,,,,,,,
0PFBBDC7A029,20260426,460,227675.8,98.0,,,,,,,,,,,
0PFBBDCBA011,20260426,460,356360.4,95.0,,,,,,,,,,,
0PFBBDCBA013,20260426,460,52185.0,99.0,,,,,,,,,,,
0PFBBDCCA021,20260426,460,381165.3,94.0,89.39,,,,,,,,,,
0PFBBDCJA008,20260426,460,200305.1,98.0,,,,,,,,,,,
0PFBBDCKA034,20260426,460,169957.8,98.0,,,,,,,,,,,
0PFBBDCMA013,20260426,460,509126.2,92.0,84.11,,,,,,,,,,
0PFBBDCNA002,20260426,460,385130.3,94.0,,,,,,,,,,,
0PFBBDCNA020,20260426,460,378710.1,94.0,89.28,,,,,,,,,,
0PFBBDCNA022,20260426,460,392500.6,94.0,88.4,,,,,,,,,,
0PFBBDCNA025,20260426,460,342593.6,95.0,,,,,,,,,,,
0PFBBDCNA038,20260426,460,373760.4,95.0,85.05,,,,,,,,,,
0PFBBDCTA023,20260426,460,76069.3,99.0,94.76,,,,,,,,,,
0PFBBDCVA001,20260426,460,357833.4,95.0,87.73,,,,,,,,,,
0PFBBDCVA010,20260426,460,232136.1,97.0,90.21,,,,,,,,,,
0PFPBDCEA062,20260426,460,423592.5,94.0,90.77,,,,,,,,,,
0PFPBDCEA064,20260426,460,366677.7,89.0,87.13,,,,,,,,,,
0PFPBDCEA069,20260426,460,363285.6,89.0,85.93,,,,,,,,,,
0PFPBDCEA071,20260426,460,402693.1,94.0,84.26,,,,,,,,,,
0PFPBDCEA072,20260426,460,396608.9,90.0,89.0,,,,,,,,,,
0PFPBE13A006,20260426,460,385703.8,94.0,,,,,,,,,,,
0PFPBE19A008,20260426,460,385250.9,94.0,88.31,,,,,,,,,,
0PFPBE2SA004,20260426,460,238925.9,97.0,,,,,,,,,,,
0PFPBE31A020,20260426,460,136225.7,98.0,93.16,,,,,,,,,,
0PFPBE36A012,20260426,460,339241.8,95.0,,,,,,,,,,,
0PFPBE38A026,20260426,460,283492.7,96.0,,,,,,,,,,,
0PFPBE38A034,20260426,460,325705.8,96.0,,,,,,,,,,,
0PFPBE3CA002,20260426,460,288006.3,97.0,87.77,,,,,,,,,,
0PFPBE3CA005,20260426,460,342170.4,95.0,89.53,,,,,,,,,,
0PFPBE72A015,20260426,460,145824.7,98.0,,,,,,,,,,,
0PFPBE73A032,20260426,460,112777.6,98.0,,,,,,,,,,,
0PFBBD9CA001,20260424,460,302697.0,97.0,90.25,,,,,,,,,,
0PFBBD9HA002,20260424,460,201475.5,92.0,,,,,,,,,,,
0PFBBD9MA002,20260424,460,226945.6,98.0,,,,,,,,,,,
0PFBBD9NA006,20260424,460,341437.0,90.0,,,,,,,,,,,
0PFBBD9SA003,20260424,460,280889.4,97.0,90.49,,,,,,,,,,
0PFBBDA0A040,20260424,460,156504.9,94.0,,,,,,,,,,,
0PFBBDA7A003,20260424,460,394252.5,95.0,89.16,,,,,,,,,,
0PFBBDA8A001,20260424,460,313274.9,97.0,,,,,,,,,,,
0PFBBDACA001,20260424,460,56726.6,99.0,,,,,,,,,,,
0PFBBDACA002,20260424,460,375843.4,89.0,87.77,,,,,,,,,,
0PFBBDACA003,20260424,460,397725.0,94.0,84.26,,,,,,,,,,
0PFBBDAGA004,20260424,460,355244.5,95.0,,,,,,,,,,,
0PFBBDAHA001,20260424,460,298205.2,96.0,89.16,,,,,,,,,,
0PFBBDAJA014,20260424,460,319875.8,97.0,,,,,,,,,,,
0PFBBDAKA008,20260424,460,159435.7,98.0,,,,,,,,,,,
0PFBBDAKA010,20260424,460,444177.7,88.0,84.97,,,,,,,,,,
0PFBBDARA005,20260424,460,392991.4,94.0,,,,,,,,,,,
0PFBBDATA005,20260424,460,338425.6,95.0,88.02,,,,,,,,,,
0PFBBDATA011,20260424,460,120668.3,98.0,92.62,,,,,,,,,,
0PFBBDB1A008,20260424,460,511063.7,92.0,82.87,88.63,0.0,16.0,1.81,lhp284,88.63,B级良好,85.0,24.4,598135.24
0PFBBDB1A019,20260424,460,403039.8,94.0,88.84,,,,,,,,,,
0PFBBDB2A005,20260424,460,381465.4,94.0,85.95,,,,,,,,,,
0PFBBDB2A016,20260424,460,309483.5,96.0,89.82,,,,,,,,,,
0PFBBDB3A004,20260424,460,330497.5,96.0,89.94,,,,,,,,,,
0PFBBDB4A003,20260424,460,337654.0,96.0,,,,,,,,,,,
0PFBBDB4A006,20260424,460,305751.4,97.0,,,,,,,,,,,
0PFBBDB4A010,20260424,460,364051.0,96.0,89.33,,,,,,,,,,
0PFBBDB4A025,20260424,460,372038.5,94.0,88.46,,,,,,,,,,
0PFBBDB5A010,20260424,460,265166.4,97.0,,,,,,,,,,,
0PFBBDB5A012,20260424,460,218671.3,98.0,,,,,,,,,,,
0PFBBDB9A003,20260424,460,275544.7,97.0,90.63,,,,,,,,,,
0PFBBDB9A008,20260424,460,127763.4,98.0,,,,,,,,,,,
0PFBBDB9A013,20260424,460,204678.7,98.0,91.37,,,,,,,,,,
0PFBBDBAA015,20260424,460,64497.0,99.0,96.81,,,,,,,,,,
0PFBBDBBA002,20260424,460,431034.8,94.0,,,,,,,,,,,
0PFBBDBEA026,20260424,460,205749.0,98.0,90.2,,,,,,,,,,
0PFBBDBEA031,20260424,460,317349.4,96.0,,,,,,,,,,,
0PFBBDBEA040,20260424,460,182427.6,98.0,,,,,,,,,,,
0PFBBDBFA001,20260424,460,180866.6,98.0,89.82,,,,,,,,,,
0PFBBDBJA013,20260424,460,379071.8,95.0,89.27,,,,,,,,,,
0PFBBDBRA013,20260424,460,179098.2,98.0,,,,,,,,,,,
0PFBBDBSA057,20260424,460,188795.3,98.0,92.48,,,,,,,,,,
0PFBBDBVA006,20260424,460,376264.5,94.0,86.63,,,,,,,,,,
0PFBBDBXA010,20260424,460,428645.3,94.0,87.0,,,,,,,,,,
0PFBBDBXA036,20260424,460,73390.8,99.0,94.23,,,,,,,,,,
0PFBBDC1A033,20260424,460,65517.3,99.0,94.56,,,,,,,,,,
0PFBBDC7A024,20260424,460,279065.7,96.0,88.18,,,,,,,,,,
0PFBBDC7A029,20260424,460,226980.1,98.0,89.63,,,,,,,,,,
0PFBBDCBA011,20260424,460,355616.7,95.0,90.51,,,,,,,,,,
0PFBBDCBA013,20260424,460,51799.9,99.0,,,,,,,,,,,
0PFBBDCCA021,20260424,460,379641.9,94.0,87.57,,,,,,,,,,
0PFBBDCJA008,20260424,460,198968.2,98.0,91.57,,,,,,,,,,
0PFBBDCKA034,20260424,460,169764.7,98.0,92.78,,,,,,,,,,
0PFBBDCMA013,20260424,460,507165.5,92.0,85.67,,,,,,,,,,
0PFBBDCNA002,20260424,460,384706.7,94.0,,,,,,,,,,,
0PFBBDCNA020,20260424,460,377022.0,94.0,88.76,,,,,,,,,,
0PFBBDCNA022,20260424,460,391290.3,94.0,88.65,,,,,,,,,,
0PFBBDCNA025,20260424,460,341854.1,95.0,,,,,,,,,,,
0PFBBDCNA038,20260424,460,372459.2,95.0,86.92,,,,,,,,,,
0PFBBDCTA023,20260424,460,74713.6,99.0,,,,,,,,,,,
0PFBBDCVA001,20260424,460,356719.0,95.0,,,,,,,,,,,
0PFBBDCVA010,20260424,460,230914.8,97.0,90.79,,,,,,,,,,
0PFPBDCEA062,20260424,460,422036.1,94.0,,,,,,,,,,,
0PFPBDCEA064,20260424,460,365976.6,89.0,88.83,,,,,,,,,,
0PFPBDCEA069,20260424,460,362360.7,89.0,,,,,,,,,,,
0PFPBDCEA071,20260424,460,401945.5,94.0,,,,,,,,,,,
0PFPBDCEA072,20260424,460,395417.0,90.0,90.49,,,,,,,,,,
0PFPBE13A006,20260424,460,385703.8,94.0,,,,,,,,,,,
0PFPBE19A008,20260424,460,383575.7,94.0,88.63,,,,,,,,,,
0PFPBE2SA004,20260424,460,237724.0,97.0,90.1,,,,,,,,,,
0PFPBE31A020,20260424,460,135357.1,98.0,92.25,,,,,,,,,,
0PFPBE36A012,20260424,460,338651.8,95.0,86.77,,,,,,,,,,
0PFPBE38A026,20260424,460,282523.8,96.0,89.83,,,,,,,,,,
0PFPBE38A034,20260424,460,325024.5,96.0,87.79,,,,,,,,,,
0PFPBE3CA002,20260424,460,286917.2,97.0,89.14,,,,,,,,,,
0PFPBE3CA005,20260424,460,341517.1,95.0,,,,,,,,,,,
0PFPBE72A015,20260424,460,145824.7,98.0,,,,,,,,,,,
0PFPBE73A032,20260424,460,112133.6,98.0,,,,,,,,,,,
0PFBBD9CA001,20260421,460,301662.2,97.0,89.66,,,,,,,,,,
0PFBBD9HA002,20260421,460,201475.5,92.0,,,,,,,,,,,
0PFBBD9MA002,20260421,460,226181.7,98.0,,,,,,,,,,,
0PFBBD9NA006,20260421,460,340320.0,90.0,79.67,,,,,,,,,,
0PFBBD9SA003,20260421,460,279471.0,97.0,89.37,,,,,,,,,,
0PFBBDA0A040,20260421,460,155917.6,94.0,91.86,,,,,,,,,,
0PFBBDA7A003,20260421,460,391970.8,95.0,,,,,,,,,,,
