battery_sn,data_date,q,dischar_sum,soh_bms,soh_v1,cal_soh_v2,is_abnormal,vol_diff,soc_diff,battery_type,soh_fit,health_level,group_size,cal_soh_v2_rank,remaining_km
0PFBBDACA001,20250731,460,35056.1,98.0,94.89,,,,,,,,,,
0PFBBDACA002,20250731,460,266542.5,90.0,90.4,,,,,,,,,,
0PFBBDACA003,20250731,460,288334.4,97.0,90.44,,,,,,,,,,
0PFBBDAFA011,20250731,460,334717.1,96.0,,,,,,,,,,,
0PFBBDAGA004,20250731,460,253377.0,97.0,,,,,,,,,,,
0PFBBDAHA001,20250731,460,186615.2,98.0,92.64,,,,,,,,,,
0PFBBDAJA014,20250731,460,183277.5,98.0,,,,,,,,,,,
0PFBBDAKA010,20250731,460,329844.9,90.0,,,,,,,,,,,
0PFBBDARA005,20250731,460,242340.9,97.0,89.67,,,,,,,,,,
0PFBBDARA008,20250731,460,297985.6,96.0,89.94,,,,,,,,,,
0PFBBDATA005,20250731,460,229211.1,98.0,91.27,,,,,,,,,,
0PFBBDATA011,20250731,460,28667.6,100.0,,,,,,,,,,,
0PFBBDB1A008,20250731,460,347841.1,95.0,86.07,,,,,,,,,,
0PFBBDB1A019,20250731,460,274450.0,97.0,,,,,,,,,,,
0PFBBDB2A005,20250731,460,230773.5,97.0,91.56,,,,,,,,,,
0PFBBDB2A016,20250731,460,146897.0,98.0,92.22,,,,,,,,,,
0PFBBDB3A004,20250731,460,187229.8,98.0,92.65,,,,,,,,,,
0PFBBDB4A003,20250731,460,215628.7,98.0,,,,,,,,,,,
0PFBBDB4A006,20250731,460,161430.6,98.0,93.1,,,,,,,,,,
0PFBBDB4A010,20250731,460,213901.2,98.0,91.15,,,,,,,,,,
0PFBBDB5A010,20250731,460,166571.0,98.0,91.82,,,,,,,,,,
0PFBBDB5A012,20250731,460,126746.2,98.0,93.4,,,,,,,,,,
0PFBBDB9A003,20250731,460,155431.1,98.0,92.49,,,,,,,,,,
0PFBBDB9A008,20250731,460,47599.7,99.0,97.26,,,,,,,,,,
0PFBBDB9A013,20250731,460,140868.5,94.0,92.42,,,,,,,,,,
0PFBBDBAA015,20250731,460,12626.5,100.0,,,,,,,,,,,
0PFBBDBBA002,20250731,460,358969.9,95.0,,,,,,,,,,,
0PFBBDBEA026,20250731,460,86745.6,98.0,,,,,,,,,,,
0PFBBDBEA031,20250731,460,211936.2,98.0,,,,,,,,,,,
0PFBBDBEA040,20250731,460,128640.9,98.0,92.04,,,,,,,,,,
0PFBBDBFA001,20250731,460,88928.7,99.0,,,,,,,,,,,
0PFBBDBJA013,20250731,460,237115.1,98.0,91.53,,,,,,,,,,
0PFBBDBSA057,20250731,460,109317.8,99.0,,,,,,,,,,,
0PFBBDBXA010,20250731,460,325035.3,96.0,90.05,,,,,,,,,,
0PFBBDC1A033,20250731,460,8845.8,100.0,,,,,,,,,,,
0PFBBDC7A024,20250731,460,177435.8,98.0,,,,,,,,,,,
0PFBBDC7A029,20250731,460,81548.9,98.0,,,,,,,,,,,
0PFBBDCBA011,20250731,460,230470.5,98.0,90.49,,,,,,,,,,
0PFBBDCCA021,20250731,460,223547.9,98.0,,,,,,,,,,,
0PFBBDCGA034,20250731,460,146121.9,98.0,92.06,,,,,,,,,,
0PFBBDCMA013,20250731,460,337280.2,95.0,88.17,,,,,,,,,,
0PFBBDCNA020,20250731,460,276845.0,96.0,86.2,,,,,,,,,,
0PFBBDCNA022,20250731,460,262679.7,97.0,89.7,,,,,,,,,,
0PFBBDCNA025,20250731,460,254146.3,97.0,90.14,,,,,,,,,,
0PFBBDCNA038,20250731,460,237183.9,97.0,90.35,,,,,,,,,,
0PFBBDCVA001,20250731,460,221137.3,98.0,91.36,,,,,,,,,,
0PFBBDCVA010,20250731,460,132808.9,98.0,93.88,,,,,,,,,,
0PFPBDCEA062,20250731,460,281550.2,90.0,88.09,,,,,,,,,,
0PFPBDCEA064,20250731,460,255364.5,91.0,,,,,,,,,,,
0PFPBDCEA069,20250731,460,292618.7,90.0,,,,,,,,,,,
0PFPBDCEA071,20250731,460,260604.2,97.0,90.11,,,,,,,,,,
0PFPBDCEA072,20250731,460,285834.1,91.0,88.88,,,,,,,,,,
0PFPBE13A006,20250731,460,285960.6,96.0,89.31,,,,,,,,,,
0PFPBE19A008,20250731,460,266066.2,97.0,90.75,,,,,,,,,,
0PFPBE2SA004,20250731,460,133082.2,98.0,,,,,,,,,,,
0PFPBE31A020,20250731,460,65488.3,99.0,,,,,,,,,,,
0PFPBE36A012,20250731,460,187791.8,98.0,91.89,,,,,,,,,,
0PFPBE38A026,20250731,460,148438.1,98.0,91.47,,,,,,,,,,
0PFPBE38A034,20250731,460,171258.1,98.0,90.88,,,,,,,,,,
0PFPBE3CA002,20250731,460,141926.5,98.0,,,,,,,,,,,
0PFPBE3CA004,20250731,460,222439.0,98.0,91.06,,,,,,,,,,
0PFPBE3CA005,20250731,460,222825.1,98.0,91.19,,,,,,,,,,
0PFPBE4EA002,20250731,460,217234.6,98.0,89.38,,,,,,,,,,
0PFPBE72A015,20250731,460,55598.7,99.0,96.78,,,,,,,,,,
0PFPBE73A032,20250731,460,61035.1,99.0,95.1,,,,,,,,,,
0PFPBE76A023,20250731,460,55505.1,99.0,,,,,,,,,,,
0PFPBE9TA002,20250723,460,99999.0,98.0,,,,,,,,,,,
0PFBBD9CA001,20250801,460,162092.2,98.0,,,,,,,,,,,
0PFBBD9HA002,20250801,460,141264.6,93.0,91.06,,,,,,,,,,
0PFBBD9NA006,20250801,460,255687.1,91.0,86.94,,,,,,,,,,
0PFBBD9SA003,20250801,460,164759.4,98.0,,,,,,,,,,,
0PFBBDA0A040,20250801,460,33909.3,98.0,,,,,,,,,,,
0PFBBDA7A003,20250801,460,289724.4,97.0,,,,,,,,,,,
0PFBBDA8A001,20250801,460,236289.0,98.0,,,,,,,,,,,
0PFBBDACA001,20250801,460,35947.9,98.0,95.34,,,,,,,,,,
0PFBBDACA002,20250801,460,267511.1,90.0,90.4,,,,,,,,,,
0PFBBDACA003,20250801,460,289348.5,97.0,,,,,,,,,,,
0PFBBDAFA011,20250801,460,335738.5,96.0,89.97,,,,,,,,,,
0PFBBDAGA004,20250801,460,253384.6,97.0,,,,,,,,,,,
0PFBBDAHA001,20250801,460,186779.0,98.0,,,,,,,,,,,
0PFBBDAJA014,20250801,460,183587.7,98.0,,,,,,,,,,,
0PFBBDAKA010,20250801,460,330702.4,90.0,,,,,,,,,,,
0PFBBDARA005,20250801,460,242998.8,97.0,,,,,,,,,,,
0PFBBDARA008,20250801,460,297985.6,96.0,,,,,,,,,,,
0PFBBDATA005,20250801,460,230129.9,97.0,90.53,,,,,,,,,,
0PFBBDATA011,20250801,460,28667.6,100.0,,,,,,,,,,,
0PFBBDB1A008,20250801,460,348722.2,95.0,83.93,,,,,,,,,,
0PFBBDB1A019,20250801,460,275254.4,96.0,91.12,,,,,,,,,,
0PFBBDB2A005,20250801,460,231410.8,97.0,90.14,,,,,,,,,,
0PFBBDB2A016,20250801,460,147808.1,98.0,92.29,,,,,,,,,,
0PFBBDB3A004,20250801,460,187906.9,98.0,297.0,,,,,,,,,,
0PFBBDB4A003,20250801,460,216163.1,98.0,91.94,,,,,,,,,,
0PFBBDB4A006,20250801,460,162146.6,98.0,93.31,,,,,,,,,,
0PFBBDB4A010,20250801,460,214595.0,98.0,90.99,,,,,,,,,,
0PFBBDB5A010,20250801,460,166571.0,98.0,92.43,,,,,,,,,,
0PFBBDB5A012,20250801,460,127257.3,98.0,94.31,,,,,,,,,,
0PFBBDB9A003,20250801,460,155888.5,98.0,91.62,,,,,,,,,,
0PFBBDB9A008,20250801,460,48289.1,99.0,95.03,,,,,,,,,,
0PFBBDB9A013,20250801,460,141410.7,94.0,,,,,,,,,,,
0PFBBDBAA015,20250801,460,12626.5,100.0,,,,,,,,,,,
0PFBBDBBA002,20250801,460,359176.4,95.0,,,,,,,,,,,
0PFBBDBEA026,20250801,460,86784.4,98.0,,,,,,,,,,,
0PFBBDBEA031,20250801,460,212446.5,98.0,,,,,,,,,,,
0PFBBDBEA040,20250801,460,128640.9,98.0,94.43,,,,,,,,,,
0PFBBDBFA001,20250801,460,88940.0,99.0,,,,,,,,,,,
0PFBBDBJA013,20250801,460,237619.8,98.0,90.48,,,,,,,,,,
0PFBBDBSA057,20250801,460,109317.8,99.0,,,,,,,,,,,
0PFBBDBXA010,20250801,460,326079.1,96.0,87.73,,,,,,,,,,
0PFBBDC1A033,20250801,460,9235.5,100.0,,,,,,,,,,,
0PFBBDC7A024,20250801,460,178091.9,98.0,,,,,,,,,,,
0PFBBDC7A029,20250801,460,81548.9,98.0,,,,,,,,,,,
0PFBBDCBA011,20250801,460,231358.0,98.0,90.47,,,,,,,,,,
0PFBBDCCA021,20250801,460,228007.3,98.0,91.12,,,,,,,,,,
0PFBBDCGA034,20250801,460,146550.6,98.0,89.3,,,,,,,,,,
0PFBBDCJA008,20250801,460,70173.8,99.0,94.85,,,,,,,,,,
0PFBBDCMA013,20250801,460,337828.6,95.0,89.4,,,,,,,,,,
0PFBBDCNA020,20250801,460,277569.1,96.0,89.76,,,,,,,,,,
0PFBBDCNA022,20250801,460,263246.3,97.0,90.39,,,,,,,,,,
0PFBBDCNA025,20250801,460,254146.3,97.0,90.38,,,,,,,,,,
0PFBBDCNA038,20250801,460,237526.6,97.0,,,,,,,,,,,
0PFBBDCVA001,20250801,460,221698.7,98.0,,,,,,,,,,,
0PFBBDCVA010,20250801,460,133356.4,98.0,92.42,,,,,,,,,,
0PFPBDCEA062,20250801,460,282529.1,90.0,,,,,,,,,,,
0PFPBDCEA064,20250801,460,255364.5,91.0,,,,,,,,,,,
0PFPBDCEA069,20250801,460,292941.7,90.0,89.07,,,,,,,,,,
0PFPBDCEA071,20250801,460,261785.5,97.0,90.67,,,,,,,,,,
0PFPBDCEA072,20250801,460,287188.8,91.0,88.28,,,,,,,,,,
0PFPBE13A006,20250801,460,287865.3,96.0,,,,,,,,,,,
0PFPBE19A008,20250801,460,266882.2,97.0,90.01,,,,,,,,,,
0PFPBE2SA004,20250801,460,133083.4,98.0,,,,,,,,,,,
0PFPBE31A020,20250801,460,65492.6,99.0,,,,,,,,,,,
0PFPBE36A012,20250801,460,187791.8,98.0,,,,,,,,,,,
0PFPBE38A026,20250801,460,148915.4,98.0,92.11,,,,,,,,,,
0PFPBE38A034,20250801,460,171258.1,98.0,,,,,,,,,,,
0PFPBE3CA002,20250801,460,142426.1,98.0,92.97,,,,,,,,,,
0PFPBE3CA004,20250801,460,223078.3,98.0,90.44,,,,,,,,,,
0PFPBE3CA005,20250801,460,223467.7,98.0,88.78,,,,,,,,,,
0PFPBE4EA002,20250801,460,217609.0,98.0,,,,,,,,,,,
0PFPBE72A015,20250801,460,55857.4,99.0,96.91,,,,,,,,,,
0PFPBE76A023,20250801,460,55534.0,99.0,,,,,,,,,,,
0PFBBD9CA001,20250815,460,167727.1,98.0,92.1,,,,,,,,,,
0PFBBD9HA002,20250815,460,145291.7,93.0,,,,,,,,,,,
0PFBBD9NA006,20250815,460,260627.6,91.0,85.71,,,,,,,,,,
0PFBBD9SA003,20250815,460,169941.9,98.0,93.12,,,,,,,,,,
0PFBBDA0A040,20250815,460,39308.0,98.0,,,,,,,,,,,
0PFBBDA7A003,20250815,460,294051.6,97.0,,,,,,,,,,,
0PFBBDA8A001,20250815,460,237281.6,98.0,,,,,,,,,,,
0PFBBDACA001,20250815,460,40730.3,98.0,,,,,,,,,,,
0PFBBDACA002,20250815,460,279723.0,90.0,85.75,,,,,,,,,,
0PFBBDACA003,20250815,460,299442.4,96.0,,,,,,,,,,,
0PFBBDAFA011,20250815,460,343440.0,96.0,,,,,,,,,,,
0PFBBDAGA004,20250815,460,259204.3,97.0,93.04,,,,,,,,,,
0PFBBDAHA001,20250815,460,191718.8,98.0,,,,,,,,,,,
0PFBBDAJA014,20250815,460,188219.1,98.0,92.46,,,,,,,,,,
0PFBBDAKA010,20250815,460,338690.1,89.0,89.42,,,,,,,,,,
0PFBBDARA005,20250815,460,250536.8,97.0,,,,,,,,,,,
0PFBBDARA008,20250815,460,298307.7,96.0,,,,,,,,,,,
0PFBBDATA005,20250815,460,243088.1,97.0,88.77,,,,,,,,,,
0PFBBDATA011,20250815,460,32684.8,100.0,,,,,,,,,,,
0PFBBDB1A008,20250815,460,357183.1,95.0,85.87,,,,,,,,,,
0PFBBDB1A019,20250815,460,285428.4,96.0,89.8,,,,,,,,,,
0PFBBDB2A005,20250815,460,241364.3,97.0,89.71,,,,,,,,,,
0PFBBDB2A016,20250815,460,157286.0,98.0,90.67,,,,,,,,,,
0PFBBDB3A004,20250815,460,193586.1,98.0,92.2,,,,,,,,,,
0PFBBDB4A003,20250815,460,224671.7,98.0,89.91,,,,,,,,,,
0PFBBDB4A006,20250815,460,170906.8,98.0,91.73,,,,,,,,,,
0PFBBDB4A010,20250815,460,220034.5,98.0,,,,,,,,,,,
0PFBBDB5A010,20250815,460,171295.2,98.0,92.01,,,,,,,,,,
0PFBBDB5A012,20250815,460,133492.2,98.0,92.72,,,,,,,,,,
0PFBBDB9A003,20250815,460,162330.2,98.0,93.02,,,,,,,,,,
0PFBBDB9A008,20250815,460,53280.1,99.0,,,,,,,,,,,
0PFBBDB9A013,20250815,460,145335.3,93.0,,,,,,,,,,,
0PFBBDBAA015,20250815,460,16364.2,100.0,99.48,,,,,,,,,,
0PFBBDBBA002,20250815,460,361934.6,95.0,,,,,,,,,,,
0PFBBDBCA018,20250815,460,154954.6,98.0,,,,,,,,,,,
0PFBBDBEA026,20250815,460,92453.0,98.0,90.76,,,,,,,,,,
0PFBBDBEA031,20250815,460,218416.2,98.0,90.39,,,,,,,,,,
0PFBBDBEA040,20250815,460,134054.3,98.0,91.12,,,,,,,,,,
0PFBBDBFA001,20250815,460,94548.0,99.0,94.04,,,,,,,,,,
0PFBBDBJA013,20250815,460,243189.7,98.0,89.35,,,,,,,,,,
0PFBBDBXA010,20250815,460,338146.6,95.0,84.53,,,,,,,,,,
0PFBBDC1A033,20250815,460,12798.7,100.0,95.89,,,,,,,,,,
0PFBBDC7A024,20250815,460,185626.8,98.0,91.04,,,,,,,,,,
0PFBBDC7A029,20250815,460,85838.5,98.0,93.61,,,,,,,,,,
0PFBBDCBA011,20250815,460,241126.0,98.0,90.29,,,,,,,,,,
0PFBBDCCA021,20250815,460,239303.4,97.0,90.39,,,,,,,,,,
0PFBBDCGA034,20250815,460,152231.6,98.0,91.09,,,,,,,,,,
0PFBBDCJA008,20250815,460,76291.4,99.0,90.67,,,,,,,,,,
0PFBBDCKA034,20250815,460,83861.8,98.0,,,,,,,,,,,
0PFBBDCMA013,20250815,460,347087.7,95.0,88.66,,,,,,,,,,
0PFBBDCNA002,20250815,460,251929.3,97.0,90.16,,,,,,,,,,
0PFBBDCNA020,20250815,460,277794.5,96.0,,,,,,,,,,,
0PFBBDCNA022,20250815,460,267146.9,97.0,89.22,,,,,,,,,,
0PFBBDCNA025,20250815,460,263345.2,97.0,90.01,,,,,,,,,,
0PFBBDCNA038,20250815,460,244196.1,97.0,89.79,,,,,,,,,,
0PFBBDCVA001,20250815,460,230913.8,97.0,,,,,,,,,,,
0PFBBDCVA010,20250815,460,137341.6,98.0,93.38,,,,,,,,,,
0PFPBDCEA062,20250815,460,293850.5,90.0,,,,,,,,,,,
0PFPBDCEA064,20250815,460,257772.5,91.0,85.82,,,,,,,,,,
0PFPBDCEA069,20250815,460,296097.9,90.0,87.41,,,,,,,,,,
0PFPBDCEA071,20250815,460,272547.0,97.0,90.0,,,,,,,,,,
0PFPBDCEA072,20250815,460,296061.3,91.0,90.26,,,,,,,,,,
0PFPBE13A006,20250815,460,293708.7,96.0,,,,,,,,,,,
0PFPBE19A008,20250815,460,276058.0,97.0,88.69,,,,,,,,,,
0PFPBE2SA004,20250815,460,137324.7,98.0,92.18,,,,,,,,,,
0PFPBE36A012,20250815,460,192998.1,98.0,91.83,,,,,,,,,,
0PFPBE38A026,20250815,460,154087.5,98.0,90.64,,,,,,,,,,
0PFPBE38A034,20250815,460,176210.5,98.0,91.73,,,,,,,,,,
0PFPBE3CA002,20250815,460,148575.1,98.0,91.91,,,,,,,,,,
0PFPBE3CA004,20250815,460,229268.3,97.0,,,,,,,,,,,
0PFPBE3CA005,20250815,460,229922.3,97.0,,,,,,,,,,,
0PFPBE4EA002,20250815,460,226539.0,98.0,90.64,,,,,,,,,,
0PFPBE72A015,20250815,460,59685.2,99.0,,,,,,,,,,,
0PFBBD9CA001,20250726,460,161432.8,98.0,89.71,,,,,,,,,,
0PFBBD9HA002,20250726,460,139616.6,93.0,91.46,,,,,,,,,,
0PFBBD9NA006,20250726,460,253827.7,91.0,88.39,,,,,,,,,,
0PFBBD9SA003,20250726,460,162257.8,98.0,92.93,,,,,,,,,,
0PFBBDA0A040,20250726,460,31519.3,98.0,,,,,,,,,,,
0PFBBDA7A003,20250726,460,287394.1,97.0,,,,,,,,,,,
0PFBBDA8A001,20250726,460,235737.7,98.0,90.07,,,,,,,,,,
0PFBBDACA001,20250726,460,32558.4,98.0,98.46,,,,,,,,,,
0PFBBDACA002,20250726,460,262235.7,90.0,89.76,,,,,,,,,,
0PFBBDACA003,20250726,460,284088.0,97.0,90.22,,,,,,,,,,
0PFBBDAFA011,20250726,460,329992.5,96.0,89.99,,,,,,,,,,
0PFBBDAGA004,20250726,460,253377.0,97.0,90.19,,,,,,,,,,
0PFBBDAHA001,20250726,460,183672.5,98.0,91.94,,,,,,,,,,
0PFBBDAJA014,20250726,460,180547.8,98.0,,,,,,,,,,,
0PFBBDAKA010,20250726,460,328279.3,90.0,,,,,,,,,,,
0PFBBDARA005,20250726,460,238623.1,97.0,88.99,,,,,,,,,,
0PFBBDARA006,20250726,460,292654.4,96.0,,,,,,,,,,,
0PFBBDARA008,20250726,460,296325.6,96.0,,,,,,,,,,,
0PFBBDATA005,20250726,460,225356.7,98.0,90.59,,,,,,,,,,
0PFBBDATA011,20250726,460,28667.6,100.0,,,,,,,,,,,
0PFBBDB1A008,20250726,460,342882.7,95.0,88.25,,,,,,,,,,
0PFBBDB1A019,20250726,460,271153.0,97.0,89.56,,,,,,,,,,
0PFBBDB2A005,20250726,460,227011.5,98.0,91.28,,,,,,,,,,
0PFBBDB2A016,20250726,460,143892.5,98.0,,,,,,,,,,,
0PFBBDB3A004,20250726,460,183894.8,98.0,91.66,,,,,,,,,,
0PFBBDB4A003,20250726,460,213514.0,98.0,90.59,,,,,,,,,,
0PFBBDB4A006,20250726,460,159221.3,98.0,93.58,,,,,,,,,,
0PFBBDB4A010,20250726,460,210899.2,98.0,92.53,,,,,,,,,,
0PFBBDB5A010,20250726,460,163812.7,98.0,92.92,,,,,,,,,,
0PFBBDB5A012,20250726,460,124599.7,98.0,,,,,,,,,,,
0PFBBDB9A003,20250726,460,152321.6,98.0,92.42,,,,,,,,,,
0PFBBDB9A008,20250726,460,44329.9,99.0,96.33,,,,,,,,,,
0PFBBDB9A013,20250726,460,140179.0,94.0,92.24,,,,,,,,,,
0PFBBDBAA015,20250726,460,11789.9,100.0,,,,,,,,,,,
0PFBBDBBA002,20250726,460,357409.6,95.0,,,,,,,,,,,
0PFBBDBCA018,20250726,460,150621.6,98.0,,,,,,,,,,,
0PFBBDBEA026,20250726,460,84941.0,98.0,87.95,,,,,,,,,,
0PFBBDBEA031,20250726,460,211244.2,98.0,91.01,,,,,,,,,,
0PFBBDBEA040,20250726,460,126478.7,98.0,93.55,,,,,,,,,,
0PFBBDBFA001,20250726,460,87436.4,99.0,95.66,,,,,,,,,,
0PFBBDBJA013,20250726,460,234800.3,98.0,91.55,,,,,,,,,,
0PFBBDBSA057,20250726,460,109317.8,99.0,,,,,,,,,,,
0PFBBDBXA010,20250726,460,320551.6,96.0,88.95,,,,,,,,,,
0PFBBDC1A033,20250726,460,7600.6,100.0,,,,,,,,,,,
0PFBBDC7A024,20250726,460,174590.4,98.0,,,,,,,,,,,
0PFBBDC7A029,20250726,460,80485.7,98.0,150.47,,,,,,,,,,
0PFBBDCBA011,20250726,460,226451.7,98.0,89.89,,,,,,,,,,
0PFBBDCCA021,20250726,460,222489.9,98.0,90.21,,,,,,,,,,
0PFBBDCGA034,20250726,460,144017.5,98.0,,,,,,,,,,,
0PFBBDCMA013,20250726,460,333472.5,95.0,87.76,,,,,,,,,,
0PFBBDCNA020,20250726,460,272241.9,97.0,,,,,,,,,,,
0PFBBDCNA022,20250726,460,261164.7,97.0,,,,,,,,,,,
0PFBBDCNA025,20250726,460,250905.7,97.0,,,,,,,,,,,
0PFBBDCVA001,20250726,460,218680.5,98.0,,,,,,,,,,,
0PFBBDCVA010,20250726,460,131209.4,98.0,92.25,,,,,,,,,,
0PFPBDCEA062,20250726,460,278700.0,90.0,,,,,,,,,,,
0PFPBDCEA064,20250726,460,255364.5,91.0,,,,,,,,,,,
0PFPBDCEA069,20250726,460,291514.8,90.0,88.99,,,,,,,,,,
0PFPBDCEA071,20250726,460,257274.4,97.0,91.16,,,,,,,,,,
0PFPBDCEA072,20250726,460,281746.4,91.0,,,,,,,,,,,
0PFPBE13A006,20250726,460,285003.4,96.0,,,,,,,,,,,
0PFPBE19A008,20250726,460,262505.6,97.0,,,,,,,,,,,
0PFPBE2SA004,20250726,460,132608.6,98.0,93.19,,,,,,,,,,
0PFPBE31A020,20250726,460,65368.5,99.0,,,,,,,,,,,
0PFPBE36A012,20250726,460,184529.7,98.0,,,,,,,,,,,
0PFPBE38A026,20250726,460,146180.5,98.0,86.53,,,,,,,,,,
0PFPBE38A034,20250726,460,167993.4,98.0,,,,,,,,,,,
0PFPBE3CA004,20250726,460,219002.1,98.0,,,,,,,,,,,
0PFPBE3CA005,20250726,460,219363.1,98.0,93.2,,,,,,,,,,
0PFPBE4EA002,20250726,460,213805.4,98.0,,,,,,,,,,,
0PFPBE72A015,20250726,460,53918.3,99.0,96.17,,,,,,,,,,
0PFPBE73A032,20250726,460,59880.5,99.0,,,,,,,,,,,
0PFPBE76A023,20250726,460,53990.8,99.0,,,,,,,,,,,
0PFPBE9TA002,20250721,460,99657.7,98.0,,,,,,,,,,,
0PFBBD9CA001,20250730,460,161619.0,98.0,,,,,,,,,,,
0PFBBD9HA002,20250730,460,140527.5,93.0,92.27,,,,,,,,,,
0PFBBD9NA006,20250730,460,254967.7,91.0,,,,,,,,,,,
0PFBBD9SA003,20250730,460,163896.7,98.0,94.03,,,,,,,,,,
0PFBBDA0A040,20250730,460,33337.8,98.0,,,,,,,,,,,
0PFBBDA7A003,20250730,460,288712.1,97.0,91.39,,,,,,,,,,
0PFBBDA8A001,20250730,460,236111.0,98.0,,,,,,,,,,,
0PFBBDACA001,20250730,460,34505.6,98.0,,,,,,,,,,,
0PFBBDACA002,20250730,460,265608.1,90.0,90.5,,,,,,,,,,
0PFBBDACA003,20250730,460,287286.8,97.0,,,,,,,,,,,
0PFBBDAFA011,20250730,460,334004.6,96.0,,,,,,,,,,,
0PFBBDAGA004,20250730,460,253377.0,97.0,,,,,,,,,,,
0PFBBDAHA001,20250730,460,186266.4,98.0,,,,,,,,,,,
0PFBBDAJA014,20250730,460,183161.3,98.0,92.11,,,,,,,,,,
0PFBBDAKA010,20250730,460,329293.7,90.0,86.56,,,,,,,,,,
0PFBBDARA005,20250730,460,241629.7,97.0,87.19,,,,,,,,,,
0PFBBDARA008,20250730,460,297985.0,96.0,89.08,,,,,,,,,,
0PFBBDATA005,20250730,460,228237.3,98.0,91.36,,,,,,,,,,
0PFBBDATA011,20250730,460,28667.6,100.0,,,,,,,,,,,
0PFBBDB1A008,20250730,460,346724.0,95.0,86.05,,,,,,,,,,
0PFBBDB1A019,20250730,460,273970.8,97.0,,,,,,,,,,,
0PFBBDB2A005,20250730,460,230039.9,97.0,90.56,,,,,,,,,,
0PFBBDB2A016,20250730,460,145650.4,98.0,,,,,,,,,,,
0PFBBDB3A004,20250730,460,186614.9,98.0,92.89,,,,,,,,,,
0PFBBDB4A003,20250730,460,215431.5,98.0,,,,,,,,,,,
0PFBBDB4A006,20250730,460,160765.2,98.0,92.93,,,,,,,,,,
0PFBBDB4A010,20250730,460,213099.7,98.0,91.8,,,,,,,,,,
0PFBBDB5A010,20250730,460,166104.1,98.0,91.92,,,,,,,,,,
0PFBBDB5A012,20250730,460,126181.9,98.0,94.17,,,,,,,,,,
0PFBBDB9A003,20250730,460,154412.9,98.0,92.72,,,,,,,,,,
0PFBBDB9A008,20250730,460,47013.1,99.0,95.94,,,,,,,,,,
0PFBBDB9A013,20250730,460,140868.5,94.0,,,,,,,,,,,
0PFBBDBAA015,20250730,460,12626.5,100.0,,,,,,,,,,,
0PFBBDBBA002,20250730,460,358737.9,95.0,88.37,,,,,,,,,,
0PFBBDBCA018,20250730,460,151375.7,98.0,91.05,,,,,,,,,,
0PFBBDBEA026,20250730,460,86224.0,98.0,,,,,,,,,,,
0PFBBDBEA031,20250730,460,211936.2,98.0,90.22,,,,,,,,,,
0PFBBDBEA040,20250730,460,128494.1,98.0,,,,,,,,,,,
0PFBBDBFA001,20250730,460,88919.4,99.0,95.02,,,,,,,,,,
0PFBBDBJA013,20250730,460,236095.4,98.0,91.13,,,,,,,,,,
0PFBBDBSA057,20250730,460,109317.8,99.0,,,,,,,,,,,
0PFBBDBXA010,20250730,460,324120.3,96.0,89.98,,,,,,,,,,
0PFBBDC1A033,20250730,460,8566.1,100.0,,,,,,,,,,,
0PFBBDC7A024,20250730,460,177405.5,98.0,92.09,,,,,,,,,,
0PFBBDC7A029,20250730,460,81405.9,98.0,,,,,,,,,,,
0PFBBDCBA011,20250730,460,229670.4,98.0,90.6,,,,,,,,,,
0PFBBDCCA021,20250730,460,223547.9,98.0,91.47,,,,,,,,,,
0PFBBDCGA034,20250730,460,145553.5,98.0,,,,,,,,,,,
0PFBBDCMA013,20250730,460,336359.3,95.0,88.89,,,,,,,,,,
0PFBBDCNA020,20250730,460,275959.6,96.0,,,,,,,,,,,
0PFBBDCNA022,20250730,460,262082.1,97.0,,,,,,,,,,,
0PFBBDCNA025,20250730,460,254065.1,97.0,90.9,,,,,,,,,,
0PFBBDCNA038,20250730,460,236923.0,97.0,,,,,,,,,,,
0PFBBDCVA001,20250730,460,221137.3,98.0,,,,,,,,,,,
0PFBBDCVA010,20250730,460,132535.1,98.0,93.08,,,,,,,,,,
0PFPBDCEA062,20250730,460,281029.7,90.0,,,,,,,,,,,
0PFPBDCEA064,20250730,460,255364.5,91.0,,,,,,,,,,,
0PFPBDCEA069,20250730,460,292575.7,90.0,,,,,,,,,,,
0PFPBDCEA071,20250730,460,260069.0,97.0,90.35,,,,,,,,,,
0PFPBDCEA072,20250730,460,285270.6,91.0,,,,,,,,,,,
0PFPBE13A006,20250730,460,285960.6,96.0,,,,,,,,,,,
0PFPBE19A008,20250730,460,265258.8,97.0,90.03,,,,,,,,,,
0PFPBE2SA004,20250730,460,133065.0,98.0,,,,,,,,,,,
0PFPBE31A020,20250730,460,65407.6,99.0,,,,,,,,,,,
0PFPBE36A012,20250730,460,187548.1,98.0,,,,,,,,,,,
0PFPBE38A026,20250730,460,147846.9,98.0,92.24,,,,,,,,,,
0PFPBE38A034,20250730,460,171022.2,98.0,91.64,,,,,,,,,,
0PFPBE3CA002,20250730,460,141568.8,98.0,92.69,,,,,,,,,,
0PFPBE3CA004,20250730,460,221968.2,98.0,91.36,,,,,,,,,,
0PFPBE3CA005,20250730,460,222342.9,98.0,93.26,,,,,,,,,,
0PFPBE4EA002,20250730,460,216822.3,98.0,91.87,,,,,,,,,,
0PFPBE72A015,20250730,460,55595.1,99.0,96.15,,,,,,,,,,
0PFPBE73A032,20250730,460,60997.2,99.0,,,,,,,,,,,
